"Emerging from the cave after days of quiet contemplation with a new ranking:

Star Wars
Empire Strikes Back
Return of the Jedi
Rogue One
The Last Jedi
Solo
The Force Awakens
Revenge of the Sith
The Phantom Menace
Rise of Skywalker
Attack of the Clones",2020-01-08 04:34:09,"Madison, WI"
"@VivaLaEthan Watch in the following order, when time allows:

New Hope 
Empire Strikes Back
Phantom Menace(kind of optional)
Attack Of The Clones
Revenge of The Sith 
Return of the Jedi
Force Awakens
Last Jedi",2020-01-08 04:32:01,
"@stanbakeybarns the phantom menace
attack of the clones 
revenge of the sith 
a new hope
empire strikes back
return of the jedi
the force awakens 
the last jedi
rise of skywalker",2020-01-08 04:28:25,fan acc; multifandom
"Just my personal order

Empire Strikes Back
Rogue One
A New Hope
Revenge of the Sith
Return of the Jedi
The Force Awakens
The Rise of Skywalker
Solo
Attack of the Clones
Phantom Menace
The Last Jedi https://t.co/RVd5pBt4lZ",2020-01-08 04:18:27,"Savannah, GA"
"@notamoviepod @SWTweets @IMDb #StarWars  Films ratings

Empire Strikes Back - 9.8
A New Hope - 9.5
Return of the Jedi - 8.5
The Force Awakens - 9.6
Rogue One - 7.8
Revenge of the Sith - 7.5
The Last Jedi - 9.9
Solo - 8.0
The Rise of Skywalker - 9.0
Attack of the Clones - 4.0
Phantom Menace - 7.5 

Fixed.",2020-01-08 04:15:54,The Batcave
"I'm rewatching #StarWars (again).
Is it worth watching the #CloneWars series between Attack of the Clones and Revenge of the Sith? 
I've never seen it.",2020-01-08 04:12:58,"Wisconsin, USA"
"Finally, I've watched them all
1. A New Hope
2. The Empire Strikes Back
3. The Rise of Skywalker
4. The Force Awakens
5. Return of the Jedi
6. The Last Jedi
7. Revenge of the Sith
8. Attack of the Clones
9. The Phantom Menace",2020-01-08 04:00:11,"Los Angeles, CA"
"Attack of the Clones, Phantom Menace and Revenge of the Sith are the greatest Star Wars movies. Fuck IMDb. https://t.co/wz7HVacVLv",2020-01-08 03:48:53,Konohagakure
"@cultleaderresca @Milahvee 1. Empire Strikes Back
2. Return of the Jedi
3. Force Awakens
4. Rogue One
5. Rise of Skywalker
6. Last Jedi
7. A New Hope
8. Revenge of the Sith
9. Attack of the Clones
10. Phantom Menance
11. Solo",2020-01-08 03:39:44,"Elgin, IL"
"anidala (attack of the clones, revenge of the sith, star wars: the clone wars) https://t.co/EALYMaa8Oo",2020-01-08 03:36:03,|15|she/her|bisexual|
"New Star Wars listing with different opinions:
1. Empire Strikes Back
2. Revenge Of The Sith
3. A New Hope 
4. Return Of The Jedi
5. The Rise Of Skywalker
6. Rogue One
7. The Force Awakens
8. The Last Jedi  
9. The Phantom Menace
10. Solo
11. Attack Of The Clones 
#StarWars",2020-01-08 03:19:27,
"1) Empire Strikes Back
2) Mandalorian
3) New Hope
4) Rogue One
5) Rise of Skywalker
6) Return of the Jedi
7) Force Awakens
8) Solo
9) Revenge of the Sith
10) Phantom Menace
11) Attack of the Clones
12) Last Jedi
#StarWars",2020-01-08 03:06:08,PDX
"@emilieblaires 1. A New Hope
2. The Empire Strikes Back
3. The Phantom Menace
4. Attack of the Clones
5. Revenge of the Sith
6. Return of the Jedi

Those are the original six movies arranged in (my opinion) the best order to watch them in. If you like them, you can move on to the other stuff.",2020-01-08 03:03:23,"West Virginia, USA"
"1. VIII The Last Jedi
2. VI Return of the Jedi
3. V Empire Strikes Back
4. Rogue One
5. III Revenge of the Sith
6. IV A New Hope
7. Solo
8. VII The Force Awakens
9. IX Rise of Skywalker
10. I Phantom Menace
11. II Attack of the Clones",2020-01-08 02:59:54,"Northwood, NH"
"@NaylorBig debatable but also agreeable with this movie
phantom menace: bad
attack of the clones: better than Phantom menace but still bad
Revenge Of The Sith: the best prequel movie but still holds itself down.
(Continued)",2020-01-08 02:57:48,England
"star wars ranked:

11. Rise of Skywalker
10. The Force Awakens
9. Solo
8. Return of the Jedi
7. The Last Jedi
6. A New Hope
5. Revenge of the Sith
4. Rogue One
3. Attack of the Clones
2. The Phantom Menace
1. Empire Strikes Back",2020-01-08 02:49:32,
It’s a toss up between “revenge of the sith” and “attack of the clones” for being the best movie In the Star Wars saga,2020-01-08 02:25:03,"Nevada, USA"
"So, before I go and see Rise of Skywalker tomorrow, here is my current ranking from favourite to least favourite:

Force Awakens
A New Hope
Last Jedi
Revenge of the Sith
Phantom Menace
Empire Strikes Back
Return of the Jedi
Attack of the Clones

Fite mii",2020-01-08 01:54:19,"Gamerland, the land of gamers"
"@Ne6eus phantom menace &gt; attack of the clones &gt; revenge of the sith &gt; a new hope &gt; the empire strikes back &gt; return of the jedi &gt; the force awakens &gt; the last jedi &gt; the rise of skywalker

if you wanna watch rogue one or solo, watch solo after revenge of the sith and then watch rogue one",2020-01-08 01:27:21,
"Phantom Menace 4/10
Attack of the Clones 5/10
Revenge of the Sith 8/10
Solo 4/10
Rogue One 7/10
A New Hope 10/10
Empire Strikes Back 10/10
Return of the Jedi 10/10
The Force Awakens 8/10 
The Last Jedi 9/10
The Rise of Skywalker 5/10 

Average: 7.3/10 https://t.co/qT5OljizS5",2020-01-08 01:27:10,they/she
"#StarWars films ratings

Empire Strikes Back - 8.7
A New Hope - 8.6
Return of the Jedi - 8.3
The Force Awakens - 7.9
Rogue One - 7.8
Revenge of the Sith - 7.5
The Last Jedi - 7.0
Solo - 6.9
The Rise of Skywalker - 6.9
Attack of the Clones - 6.6
Phantom Menace - 6.5

(via @IMDb) https://t.co/9yrZzGwJba",2020-01-08 01:26:30,notanothermoviepod@gmail.com
"Random non war talk. Here's my list of Star Wars movies ranked from best to worst. Hashtag still a geek 🤓

Return of the Jedi
The Empire Strikes Back
A New Hope
Revenge of the Sith
Attack of the Clones
The Phantom Menace
The Force Awakens
The Rise of Skywalker
The Last Jedi",2020-01-08 01:23:48,USA
"@Knuckle_HeadTV 11. Phantom Menace
10. Revenge Of The Sith
9. Return Of the Jedi
8. Attack Of The Clones
7. Solo
6. Rise Of Skywalker 
5. Rogue One
4. The Force Awakens
3. The Last Jedi
2. A New Hope
1. Empire Strikes Back",2020-01-08 01:21:58,
"STAR WARS final thoughts imo

Phantom Menace 8/10
Attack of the Clones 7/10
Revenge of the Sith 10/10
A New Hope 10/10
Empire Strikes Back 10/10
Return of the Jedi 9/10
The Force Awakens 8/10
The Last Jedi 6.5/10
The Rise of Skywalker 8.5/10

Franchise average: 8.5/10

B+",2020-01-08 01:15:58,
"@ThatJunkman Force awakens 7
Revenge of the sith 3
Last Jedi 2
Tros 2
Attack of the clones 4
Phantom menace 1
Rogue one 2",2020-01-08 01:15:40,"Orange, CA"
"@stanbakeybarns 4 a new hope
5 empire strikes back
6 return of the Jedi 
1 the phantom menace
2 attack of the clones 
3 revenge of the sith
7 the force awakens 
8 the last Jedi
9  rise of sky walker",2020-01-08 01:14:52,l.t 1d star wars marvel 
"@alexwolfco Mandalorian is even better if you watch Phantom menace(1) then clone wars animated movie/series.. then attack of the clones(2) Then 3(revenge of sith), Then Rebels(animated), then 4(new hope), 5(Empire)... etc all the way to 9 because Mandalorian is the latest in the time line!!!",2020-01-08 01:03:01,TatsTechTalk.com
"@hemshaal phantom menace, attack of the clones, revenge of the sith, a new hope, empire strikes back, return of the jedi, force awakens, last jedi, rise of skywalker there u go",2020-01-08 00:30:34,hope world
"For posterity, my pre-rewatch rankings:
A New Hope
Empire Strikes Back
Rogue One
Last Jedi
Return of the Jedi
Revenge of the Sith/Rise of Skywalker
Solo
Phantom Menace
Attack of the Clones

I'll be watching in chronological order of when the movies were made!",2020-01-08 00:29:09,"Lafayette, IN"
"How to improve each Star Wars Movie.

Phantom Menace: More Darth Maul
Attack of the Clones: Less talking about sand
Revenge of the Sith: Darth Jar-Jar
Rogue One: more Darth Vader dad jokes
A New Hope: Stormtrooper target practice 
Empire Strikes Back: Tauntaun physiology",2020-01-07 23:59:13,
"@Mannybothanz So, JJ basically made it so the three ST films could have been named:

VII: The Phantom Menace
VIII: Attack of the Clones
IX: Revenge of the Sith",2020-01-07 23:54:35,"🇺🇸, not 🇰🇼"
"The Empire Strikes Back
(Rogue One)
Return of the Jedi
Revenge of the Sith
A New Hope
Rise of Skywalker
The Last Jedi
The Force Awakens
Attack of the Clones
The Phantom Menace

My Skywalker saga films from ""best"" to ""worst"". Would still watch all over most other movies.",2020-01-07 23:49:58,Wellington
"After everyone promised nothing but whining how could I not post my favorite Star Wars: 

Empire Strikes back
A New Hope
Revenge of the Sith
The Force Awakens
Rogue One
Rise of Skywalker
Return of the Jedi
Solo
The Last Jedi
The Phantom Menace
Attack of the Clones

Debate a wall",2020-01-07 23:40:54,"La Crosse, WI"
"I watched the #StarWars movies again in BBY chronological order and have revised my very official rankings accordingly:
Star Wars: ANH
Force Awakens
Rogue One
Last Jedi
Empire Strikes Back
Solo
Attack of Clones
Return of Jedi
Rise of Skywalker
Revenge of Sith
Phantom Menace",2020-01-07 23:37:28,"Astoria, NY"
"My SW ranking goes...

1. Empire Strikes Back
2. New Hope
3. Last Jedi
4. Rogue One
5. Force Awakens
6. Return of the Jedi
7. Most of Solo
8. Rise of Skywalker
9. Revenge of the Sith
10. Phantom Menace
11. Attack of the Clones
12. That scene in Solo where he gets the name ""Solo.""",2020-01-07 23:36:17,Los Angeles
"So I finally watched Revenge of the Sith just now. My mind has not changed. It is the worst Star Wars movie. Attack of the Clones sits just above it. And while I might rewatch them and reassess, the first two sequels still get beaten out by Phantom Menace.

Can't beat podracing.",2020-01-07 23:32:06,"Earth, for now"
Anakin Skywalker in Phantom Menace versus Anakin Skywalker in Attack of the Clones/Revenge of the Sith https://t.co/Zh5j5jMqbw,2020-01-07 23:31:47,that boy is our last hope
"@RyanEvans018 Rogue One, New Hope (#4), Empire Strikes Back (#5), Return of The Jedi (#6).... then fast forward to the end lightsaber battle of Phantom Menace (#1), Attack of the Clones (#2) and then Revenge of the Sith (#3)... Rogue One is fantastic and leads directly into A New Hope (#4)",2020-01-07 23:08:05,"Lehi, Utah"
"@stanbakeybarns i got u 

The Phantom Menace 
Attack of the Clones 
Revenge of the Sith 
A New Hope 
The Empire Strikes Back 
The Return of the Jedi
the force awakens 
the last jedi 
the rise of skywalker",2020-01-07 22:58:45,
"Been thinking about it all day and here’s my updated Star Wars rankings. (still haven’t seen Solo)

Rogue One
Empire Strikes Back
A New Hope
The Last Jedi
The Force Awakens
Revenge of the Sith
Phantom Menace
Attack of the Clones
Return of the Jedi
The Rise of Skywalker",2020-01-07 22:47:40,Manchester
"@Mannybothanz The Clone Wars
Empire Strikes Back
Rebels 
The Last Jedi
Return of the Jedi
The Mandalorian
A New Hope
Revenge of the Sith
The Force Awakens
The Riseof Skywalker
Rogue One
Phantom Menace
Attack of the Clones",2020-01-07 22:00:19,
"@ATGcast Mine’s not too dissimilar...

Star Wars
Empire Strikes Back
Return of the Jedi
Rise of Skywalker 
Force Awakens
Revenge of the Sith
Phantom Menace
Attack of the Clones
Last Jedi",2020-01-07 20:52:35,
"Definitive Star Wars list:
1. Revenge of the Sith
2. Empire Strikes Back
3. A New Hope
4. Return of the Jedi
5. The Force Awakens
6. The Phantom Menace
7. Attack of the Clones
8. The Last Jedi
9. The Rise of Skywalker",2020-01-07 20:50:13,
"@ATGcast I like your mindset but the only proper ranking is as follows:
1. Return of the Jedi
1a. The Rise of Skywalker
1b. Empire Strikes Back
1c. A New Hope
1d. Revenge of the Sith
1e. The Force Awakens
1f. The Phantom Menace
1g. The Last Jedi
1h. Attack of the Clones",2020-01-07 20:43:23,somewhere doing something
"1. Star Wars
2. The Last Jedi
3. The Empire Strikes Back
4. Rogue One
5. Return of the Jedi
6. Force Awakens
7. The Rise of Skywalker
8. Solo
9. Christmas Special
10. Revenge of the Sith
11. Phantom Menace
783. Attack of the Clones",2020-01-07 20:23:39,"Norwood, MA"
"@EtienneToGo 1. Empire Strikes Back
2. New Hope
3. Return of the Jedi 
4. Rogue One
5. The Force Awakens
6. Revenge of the Sith
7. Phantom Menace
8. Solo
9. Rise of the Skywalker
10. Attack of the Clones
...
...
256. Star Wars Christmas Special
...
...
97823467. The Last Jedi

TLA was a crime",2020-01-07 20:22:44,
@abigbat i was actually so mad at attack of the clones the first time i saw it that i never saw revenge of the sith. i STILL haven't seen it. 10/10 would recommend,2020-01-07 19:19:29,
"My ranking of the Star Wars films:

1. Empire Strikes Back
2. Rogue One
3. A New Hope
4. Revenge of Sith
5. The Force Awakens
6. Return of the Jedi
7. Solo
8. Rise of Skywalker
9. The Last Jedi
10. Phantom Menace 
11. Attack of the Clones

#StarWars",2020-01-07 19:15:07,
"Late to the party, but my #StarWars rankings (excluding Solo and Rogue One):

Empire Strikes Back
A New Hope 
Return of the Jedi
The Force Awakens
Rise of Skywalker
Revenge of the Sith
The Last Jedi
The Phantom Menace 
Attack of the Clones",2020-01-07 18:55:50,Beecher
"Finished my Attack of the Clones rewatch.  Liked it better than Phantom Menace but it still wasn’t amazing.  Excited to finally rewatch Revenge of the Sith tho, haven’t seen it since I was like 10.",2020-01-07 17:51:29,
"@MarceloBassoli Return of the Jedi
The Empire Strikes Back
A New Hope
Revenge of the Sith
Rogue One
Attack of the Clones
Phantom Menace
The Force Awakens
The Rise of Skywalker
The Last Jedi
.
.
.
.
.
.
.
.
.
Nem vi",2020-01-07 17:28:05,
"Seeing as everyone else is doing this...

Empire Strikes Back
Phantom Menace
A New Hope
Rogue One
Return of the Jedi
Attack of the Clones
Solo
Rise of Skywalker
Force Awakens
Revenge of the Sith
Last Jedi",2020-01-07 17:16:47,"Worcester, England"
"@metaplexmovies @ScottMendelson @Forbes And Attack of the Clones, as well, failed to jumpstart the trilogy and ended up coming in with “only” $649.9 million back in 2002. It also came out the same month as a surprise hit in Spider-Man, but I digress. Revenge of the Sith had the good fortune of being perceived as the...",2020-01-07 16:08:00,"Denver, CO"
"@boknowsdata @quantum_relic @StatHunting @tableau @metacritic @IMDb Machete Order FTW - https://t.co/unDzKkXfyx

A New Hope, The Empire Strikes Back, Attack of the Clones, Revenge of the Sith, Return of the Jedi and then The Force Awakens. ...and I'd squeeze Solo and Rogue One in there as the timeline dictates",2020-01-07 15:40:38,"Cleveland, OH"
"🥇Rogue One
🥈Empire Strikes Back
🥉Phantom Menace
A New Hope
The Last Skywalker
The Force Awakens
The Last Jedi
Solo
Return of the Jedi
Revenge of the Sith
Attack of the Clones

🥉 is controversial but I was obsessed the pod racing scene for months when I was like 5 years old.",2020-01-07 14:56:06,"Portsmouth, England"
"@Marvel_Informer Most of those are from Revenge of the Sith and the one about the sand's to do with Attack of the Clones, while 'They fly now?' is from Rise of Skywalker.",2020-01-07 14:54:33,Ireland
"late to the party but here's my definitive star wars ranking (I haven't seen Solo)

Empire Strikes Back
ANH
Rogue One
Revenge of the Sith
Return of the Jedi
TFA
The Phantom Menace
TLJ
Attack of the Clones
Rise of Skywalker",2020-01-07 14:53:56,
"My Star Wars movie rankings:
1. Rogue One
2. Revenge of the Sith
3. Return of the Jedi
4. Solo
5. Phantom Menace
6. Empire Strikes Back
7. A New Hope
8. Force Awakens
9. Last Jedi
10. Rise of Skywalker
11. Attack of the Clones",2020-01-07 14:23:53,"Jacksonville, FL"
"My ranking (trying to mix quality &amp; enjoyment) of all the #StarWars films
1. Rogue One
2. Return of the Jedi
3. Empire Strikes Back
4. Revenge of the Sith
5. A New Hope
6 Rise of Skywalker 
7 The Phantom Menace
8 The Force Awakens
9 The Last Jedi 
10 Solo 
11 Attack of the clones",2020-01-07 14:04:37,"Knoxville, TN"
"(I know I /technically/ started my re-watch of the saga at the end of 2019, but I’m gonna put it here anyway)

• Star Wars: The Phantom Menace 
• Star Wars: Attack of the Clones
• Star Wars: Revenge of the Sith

Terrible crush with Anakin Skywalker😍🤤 https://t.co/ZVc1cRapOM",2020-01-07 13:11:54,Gandia (València) y Madrid
"1) Star Wars
2) Empire
3) Last Jedi
4) Return of the Jedi
5) Revenge of the Sith
6) Force Awakens
7) Attack of the Clones
8) Rise of Skywalker
9) Phantom Menace",2020-01-07 13:03:27,nyc
"11 Attack of the clones
10 The phantom menace
09 Solo: A star wars story
08 Return of the Skywalker
07 Rogue one: A star wars story
06 Revenge of the sith 
05 The last Jedi
04 Return of the Jedi
03 Force awakens
02 A new hope
01 Empire strikes back
#StarWars 
#BenSoloMustLive",2020-01-07 12:22:41,rasht
"I've seen 'em all,
so here's my Star Wars film quality rankings:
11) Solo
10) Attack of the Clones
9) The Force Awakens
8) Return of the Jedi
7) The Phantom Menace
6) The Last Jedi
5) Rise of Skywalker
4) Star Wars
3) Rogue One
2) Revenge of the Sith
1) The Empire Strikes Back",2020-01-07 11:38:05,centre of the universe
@Socchi_Kurokawa @SirTremendous My appreciation for Revenge of the Sith and even the Phantom Menace have really grown over the years. Attack of the Clones was George’s biggest misfire among the six movies though. I think it’s aged the worst.,2020-01-07 10:57:10,日本 京都
@w00x_Alex @zzybeliso @JennyENicholson The comic cover art is also why Aayla Secura jumped from comics to Attack of the Clones. And I think the same is true about Quinlan Vos in Revenge of the Sith.,2020-01-07 08:30:09,"Kentucky, USA"
"Just remembered I never posted my Star Wars movie rankings. So here we go:

9. The Last Jedi
8. The Phantom Menace
7.  The Force Awakens
6. A New Hope
5. Attack of the Clones
4. The Empire Strikes Back
3. Return of the Jedi
2. Revenge of the Sith
1. The Rise of Skywalker",2020-01-07 07:28:33,"Natchitoches, LA"
"@canadianels uhhhhhh idk where to watch em but watch em in this order ( i think ) 

The Phantom Menace 
Attack of the Clones 
Revenge of the Sith
A New Hope 
The Empire Strikes Back
Return of the Jedi",2020-01-07 05:58:58,a swirly chair
"@ohnanette We loved it!!! This is the order we’re watching it: Phantom Menace, Attack of the Clones, Revenge of the Sith, Rouge One, A New Hope, Empire Strikes Back, Return of the Jedi. 
Idk if it’s the “right” order but that’s what I was told lol we’re on Attack of the Clones right now.",2020-01-07 04:33:37,Dimension C-137 
"What no one was asking for, here's my Star Wars trilogy trilogy ranking: 
Empire Strikes Back 
A New Hope 
The Last Jedi 
Rogue One 
Return of the Jedi 
The Force Awakens 
Solo 
Rise of Skywalker 
Revenge of the Sith 
The Phantom Menace 
Attack of the Clones",2020-01-07 04:31:39,"iPhone: 39.969681,-75.195305"
"@StarWarsExplain My favorite #StarWars films
1. Empire Strikes Back
2. A New Hope
3. Return of the Jedi
4. Revenge of the Sith
5. Rogue one
6. The Force Awakens
7. The Last Jedi / #TheRiseOfSkywalker 
8. Solo
9. Attack of the Clones
10. The Phantom Menace

I would love to know Alex's and Mollie's",2020-01-07 04:24:29,"Howard Beach, NY"
"@tweetsbyjulio The Phantom Menace
Attack of the Clones 
Revenge of the Sith 
Solo
Rogue One
A New Hope 
The Empire Strikes Back 
Return of the Jedi 
The Force Awakens
The Last Jedi

He sobrevivido toda mi vida sin spoilers. Y no he visto Clone Wars.",2020-01-07 03:30:23,Puerto Rico
"Watched Rise of Skywalker this weekend so here’s my updated list of Star Wars movies in chronological order.

Phantom Menace
Attack of the Clones
Revenge of the Sith
Solo
Rogue One
A New Hope
Empire Strikes Back
Return of the Jedi
Force Awakens
Last Jedi
Rise of Skywalker

♥️",2020-01-07 02:55:05,
"Absolutely no one asked, but here's my Star Wars ranking...

1. The Empire Strikes Back
2. A New Hope
3. Return of the Jedi
4. Rogue One
5. The Rise of Skywalker
6. The Last Jedi
7. The Force Awakens
8. Solo
9. Revenge of the Sith
10. The Phantom Menace
11. Attack of the Clones",2020-01-07 02:32:13,"Toronto, Ontario"
"Star Wars movies (main series), ranked:

1. Empire
2. A New Hope
3. Return of the Jedi 
4. The Last Jedi
5. Rise of Skywalker 
6 The Force Awakens
7. Revenge of the Sith
8. Pretending the next two movies don’t exist
9. Phantom Menace
10. Attack of the Clones",2020-01-07 02:22:22,D.C.
"Star Wars Movies Ranked (My Opinion)
1) Revenge Of The Sith
2) Return Of The Jedi
3) Empire Strikes Back
4) Phantom Menace
5) New Hope
6) The Force Awakens
7) Attack Of The Clones
8) Rise Of Skywalker 
9) Last Jedi (Trash Movie)",2020-01-07 02:01:06,"New Jersey, USA"
"Watched the phantom menace AND attack of the clones

Just need to finish revenge of the sith",2020-01-07 01:38:02,The Process
"@splendidland Ranking the Star Wars movies solely by Palpatine performances;

Revenge of the Sith
Return of the Jedi
Rise of Skywalker
Phantom Menace
Attack of the Clones
Empire Strikes Back (Special Editions)
Clone Wars pilot movie
Empire Strikes Back (original)

The rest are disqualified",2020-01-07 01:06:09,Exeter
"#STARWARS  

1. The Empire Strikes Back
2. A New Hope
3. Rogue One 
4. The Last Jedi 
5. The Force Awakens
6. Revenge of the Sith 
7. Return of the Jedi
8. The Rise of Skywalker 
9. Solo
10. Attack of the Clones 
11. The Phantom Menace",2020-01-07 00:48:43,Gotham
"@MorphicFields Noted!  I’m confused tho.. my collection is based chronologically, or at least this is the best I can fathom.  DVD’s as follows:
1.The Phantom Menace
2.Attack of the Clones
3.Revenge of the Sith
4.A New Hope
5.The Empire Strikes Back
6.Return of the Jedi",2020-01-07 00:28:14,
"Star wars movies I've watched ranked

1. Revenge Of The Sith
2. The Phantom Menace 
3. The Attack Of The Clones
4. The Empire Strikes Back
5. The Force Awakens 
6. The Last Jedi",2020-01-06 23:37:30,dkshahag
"#StarWars ranked here we go!
11. The Rise Of Skywalker
10 Attack Of The Clones 
9. Solo a Star Wars Story
8. Return of the Jedi
7. The Phantom menace
6. The Last Jedi
5. The Force Awakens 
4. A New Hope
3. The Empire Strikes back 
2. Rogue One
1.  Revenge of the Sith",2020-01-06 23:22:17,NERV Headquarters in Tokyo 3
"Yall ain't gonna compare no Rise of Skywalker Ben Solo to no Revenge of the Sith Anakin Skywalker, yall were born when ROTS came out what y'all know about Attack of the Clones Anakin Skywalker sit yo ass down 😤",2020-01-06 23:21:06,"Pittsburgh, PA"
"{ my favorite star wars films in order but i love them all so don’t attack me } 

1. the rise of skywalker
2. the force awakens 
3. return of the jedi
4. revenge of the sith
5. a new hope
6. the last jedi
7. the empire strikes back 
8. attack of the clones 
9. a phantom menace",2020-01-06 23:18:00,𝟐𝟏 ₊ 𝐛𝐩𝐝 ₊ 𝐯𝐞𝐠𝐚𝐧
"@OyyyeeeCorito86 Revenge of the Sith
The Phantom Menace
Attack of the Clones (The acting was so bad here)",2020-01-06 22:58:35,Louisville
"My #StarWars ranking:

1. Empire Strikes Back
2. Rise of Skywalker
3. Rogue One
4. A New Hope
5. Revenge of the Sith
6. Return of the Jedi
7. Attack of the Clones
8. The Force Awakens
9. The Phantom Menace
10. The Last Jedi
11. Solo",2020-01-06 22:57:42,"Manchester, England"
"My final Star Wars main line movie rankings! Do you agree? What’s yours? #StarWars #IsDead

1. Empire Strikes Back
2. A New Hope
3. Return of the Jedi
4. Revenge of the Sith
5. The Force Awakens
6. Attack of the Clones
7. A Phantom Menace
8. Rise of Skywalker
9. The Last Jedi",2020-01-06 22:49:27,
"A Star Wars Bigly Box Set
SW1 A Phantom Iranian Menace
SW2 Attack Of The Waxdoll Clones
SW3 Revenge Of The Hamberder Sith
SW4 A New Hope Hicks
SW6 Return Of The Jedi Pompeo
SW7 The Space Force Awakens
SW8 The Last Jedi Trump
SW9 The Rise Of Eric Starwalker
#RuinAMovieWithOneWord https://t.co/aeAVU3FIAt",2020-01-06 22:19:46,Hong Kong
@bitt3rbones I love Revenge of the Sith and Attack of the Clones tbh,2020-01-06 22:18:42,"Bakersfield, CA"
"Here is the official ranking of the Star Wars films (not even up for debate):
1. Return of the Jedi
2. Empire Strikes Back
3. New Hope
4. Revenge of the Sith
5. Attack of the Clones
6. Rogue One
7. Force Awakens/Rise of Skywalker (tie)
8. Phantom Menace
9. Solo
10. Last Jedi",2020-01-06 22:00:45,
"Star Wars movies in order of how much I enjoy them, don’t @ me:

Empire Strikes Back
A New Hope
Revenge of The Sith
Return of The Jedi
The Force Awakens
The Rise of Skywalker
Attack of The Clones
The Phantom Menace
The Last Jedi",2020-01-06 21:59:22,
"My updated #StarWars rankings:

1) Empire
2) Rise of the Skywalker
3) Return of the Jedi
4) New Hope
5) Rogue One
6) Solo
7) Force Awakens
8) Revenge of the Sith
9) Last Jedi
10) Attack of the Clones
11) Phantom Menace",2020-01-06 21:57:30,"San Diego, CA"
"#RuinAMovieWithOneWord 

A New Hope Solo
The Tabloid Empire Strikes Back
Return of the Drunken Jedi

The Phantom Thread Menace
Attack of the Gungan Clones
Revenge of the Slytherin Sith

The Space Force Awakens
The Last Supper Jedi
The Rise of Skywalker Cats",2020-01-06 21:31:33,
"@samsbxcky I believe the order is:
Phantom Menace
Attack of the Clones
Clone Wars Movie
Clone War show
Revenge of the Sith
Rebels Show
Rogue One
A New Hope
Empire Strikes Back
Return of the Jedi
The Force Awakens
[redacted]
Rise of Skywalker

Solo is also between RotS and ANW iirc",2020-01-06 21:20:47,The Gateway City
I think it’s hilarious that the most beloved piece of Star Wars media is a series that takes place between Attack of the Clones and Revenge of the Sith,2020-01-06 20:54:34,"Gay, taken, he/him 18 "
"Finally able to rank the Star Wars movies.  #StarWars 

Revenge of the Sith 
Empire strikes back 
Rogue one
Rise of Skywalker 
New Hope 
Phantom menace
Return of the Jedi 
Force awakens 
Solo
The Last Jedi
Attack of the clones",2020-01-06 19:58:01,North Carolina 
"Star Wars Movies Best To Worst:

The Empire Strikes Back
Return of the Jedi
A New Hope
Revenge of the Sith
Attack of the Clones
The Force Awakens
The Phantom Menace
The Rise of Skywalker
The Last Jedi",2020-01-06 19:50:51,VHS | Nets | VNE | Forge |
